"TEV";"MHO";"MG05";"MG02";"MG58";"GADC041"
"2025";"02";"Budapest légi II.";"Dél-Afrikai Közt.";"Kilépő";150
"2025";"02";"Budapest légi II.";"Dominica";"Belépő";32
"2025";"02";"Budapest légi II.";"Dominica";"Kilépő";27
"2025";"02";"Budapest légi II.";"Dzsibuti";"Belépő";1
"2025";"02";"Budapest légi II.";"Ecuador";"Belépő";18
"2025";"02";"Budapest légi II.";"Ecuador";"Kilépő";20
"2025";"02";"Budapest légi II.";"Egyesült Arab Emirségek";"Belépő";298
"2025";"02";"Budapest légi II.";"Egyesült Arab Emirségek";"Kilépő";327
"2025";"02";"Budapest légi II.";"Egyesült Királyság";"Belépő";40710
"2025";"02";"Budapest légi II.";"Egyesült Királyság";"Kilépő";40980
"2025";"02";"Budapest légi II.";"Egyiptomi Arab Közt.";"Belépő";1117
"2025";"02";"Budapest légi II.";"Egyiptomi Arab Közt.";"Kilépő";1032
"2025";"02";"Budapest légi II.";"Elefántcsontpart";"Belépő";1
"2025";"02";"Budapest légi II.";"Elefántcsontpart";"Kilépő";1
"2025";"02";"Budapest légi II.";"Eritrea";"Belépő";11
"2025";"02";"Budapest légi II.";"Eritrea";"Kilépő";3
"2025";"02";"Budapest légi II.";"Észak-Macedónia";"Belépő";842
"2025";"02";"Budapest légi II.";"Észak-Macedónia";"Kilépő";757
"2025";"02";"Budapest légi II.";"Észtország";"Belépő";64
"2025";"02";"Budapest légi II.";"Észtország";"Kilépő";42
"2025";"02";"Budapest légi II.";"Etiópia";"Belépő";22
"2025";"02";"Budapest légi II.";"Etiópia";"Kilépő";5
"2025";"02";"Budapest légi II.";"Fehéroroszország";"Belépő";132
"2025";"02";"Budapest légi II.";"Fehéroroszország";"Kilépő";137
"2025";"02";"Budapest légi II.";"Finnország";"Belépő";134
"2025";"02";"Budapest légi II.";"Finnország";"Kilépő";138
"2025";"02";"Budapest légi II.";"Franciaország";"Belépő";1087
"2025";"02";"Budapest légi II.";"Franciaország";"Kilépő";1302
"2025";"02";"Budapest légi II.";"Fülöp-szigetek";"Belépő";892
"2025";"02";"Budapest légi II.";"Fülöp-szigetek";"Kilépő";546
"2025";"02";"Budapest légi II.";"Gabon";"Belépő";1
"2025";"02";"Budapest légi II.";"Gabon";"Kilépő";1
"2025";"02";"Budapest légi II.";"Gambia";"Belépő";2
"2025";"02";"Budapest légi II.";"Gambia";"Kilépő";2
"2025";"02";"Budapest légi II.";"Ghana";"Belépő";122
"2025";"02";"Budapest légi II.";"Ghana";"Kilépő";45
"2025";"02";"Budapest légi II.";"Görögország";"Belépő";419
"2025";"02";"Budapest légi II.";"Görögország";"Kilépő";390
"2025";"02";"Budapest légi II.";"Grenada";"Belépő";18
"2025";"02";"Budapest légi II.";"Grenada";"Kilépő";14
"2025";"02";"Budapest légi II.";"Grúzia";"Belépő";2460
"2025";"02";"Budapest légi II.";"Grúzia";"Kilépő";1651
"2025";"02";"Budapest légi II.";"Guatemala";"Belépő";11
"2025";"02";"Budapest légi II.";"Guatemala";"Kilépő";6
"2025";"02";"Budapest légi II.";"Guinea";"Belépő";2
"2025";"02";"Budapest légi II.";"Guinea";"Kilépő";4
"2025";"02";"Budapest légi II.";"Haiti";"Belépő";5
"2025";"02";"Budapest légi II.";"Heard-sziget és McDonald-szigetek";"Belépő";1
"2025";"02";"Budapest légi II.";"Hollandia";"Belépő";362
"2025";"02";"Budapest légi II.";"Hollandia";"Kilépő";461
"2025";"02";"Budapest légi II.";"Honduras";"Belépő";4
"2025";"02";"Budapest légi II.";"Honduras";"Kilépő";8
"2025";"02";"Budapest légi II.";"Hongkong";"Belépő";161
"2025";"02";"Budapest légi II.";"Hongkong";"Kilépő";120
"2025";"02";"Budapest légi II.";"Hontalan";"Belépő";18
"2025";"02";"Budapest légi II.";"Hontalan";"Kilépő";30
"2025";"02";"Budapest légi II.";"Horvátország";"Belépő";1010
"2025";"02";"Budapest légi II.";"Horvátország";"Kilépő";1731
"2025";"02";"Budapest légi II.";"India";"Belépő";2086
"2025";"02";"Budapest légi II.";"India";"Kilépő";1624
"2025";"02";"Budapest légi II.";"Indonézia";"Belépő";414
"2025";"02";"Budapest légi II.";"Indonézia";"Kilépő";259
"2025";"02";"Budapest légi II.";"Irak";"Belépő";276
"2025";"02";"Budapest légi II.";"Irak";"Kilépő";185
"2025";"02";"Budapest légi II.";"Irán";"Belépő";776
"2025";"02";"Budapest légi II.";"Irán";"Kilépő";470
"2025";"02";"Budapest légi II.";"Irország";"Belépő";5994
"2025";"02";"Budapest légi II.";"Irország";"Kilépő";5872
"2025";"02";"Budapest légi II.";"Ismeretlen, egyéb";"Belépő";6
"2025";"02";"Budapest légi II.";"Ismeretlen, egyéb";"Kilépő";4
"2025";"02";"Budapest légi II.";"Izland";"Belépő";16
"2025";"02";"Budapest légi II.";"Izland";"Kilépő";41
"2025";"02";"Budapest légi II.";"Izrael";"Belépő";18789
"2025";"02";"Budapest légi II.";"Izrael";"Kilépő";17877
"2025";"02";"Budapest légi II.";"Jamaica";"Belépő";2
"2025";"02";"Budapest légi II.";"Jamaica";"Kilépő";2
"2025";"02";"Budapest légi II.";"Japán";"Belépő";1456
"2025";"02";"Budapest légi II.";"Japán";"Kilépő";1139
"2025";"02";"Budapest légi II.";"Jemen";"Belépő";67
"2025";"02";"Budapest légi II.";"Jemen";"Kilépő";49
"2025";"02";"Budapest légi II.";"Jordánia";"Belépő";1063
"2025";"02";"Budapest légi II.";"Jordánia";"Kilépő";716
"2025";"02";"Budapest légi II.";"Kambodzsa";"Belépő";13
"2025";"02";"Budapest légi II.";"Kambodzsa";"Kilépő";6
"2025";"02";"Budapest légi II.";"Kamerun";"Belépő";4
"2025";"02";"Budapest légi II.";"Kamerun";"Kilépő";8
"2025";"02";"Budapest légi II.";"Kanada";"Belépő";567
"2025";"02";"Budapest légi II.";"Kanada";"Kilépő";515
"2025";"02";"Budapest légi II.";"Katar";"Belépő";32
"2025";"02";"Budapest légi II.";"Katar";"Kilépő";31
"2025";"02";"Budapest légi II.";"Kazahsztán";"Belépő";595
"2025";"02";"Budapest légi II.";"Kazahsztán";"Kilépő";302
"2025";"02";"Budapest légi II.";"Kenya";"Belépő";89
"2025";"02";"Budapest légi II.";"Kenya";"Kilépő";31
"2025";"02";"Budapest légi II.";"Kina";"Belépő";9130
"2025";"02";"Budapest légi II.";"Kina";"Kilépő";9561
"2025";"02";"Budapest légi II.";"Kirgizisztán";"Belépő";441
"2025";"02";"Budapest légi II.";"Kirgizisztán";"Kilépő";224
"2025";"02";"Budapest légi II.";"Kongói DK";"Belépő";9
"2025";"02";"Budapest légi II.";"Kongói DK";"Kilépő";5
"2025";"02";"Budapest légi II.";"Kongói Köztársaság";"Belépő";6
"2025";"02";"Budapest légi II.";"Koreai Közt.";"Belépő";4599
"2025";"02";"Budapest légi II.";"Koreai Közt.";"Kilépő";5497
"2025";"02";"Budapest légi II.";"Koreai Népi Dem. Közt.";"Kilépő";1
"2025";"02";"Budapest légi II.";"Koszovo";"Belépő";445
"2025";"02";"Budapest légi II.";"Koszovo";"Kilépő";379
"2025";"02";"Budapest légi II.";"Kuba";"Belépő";4
"2025";"02";"Budapest légi II.";"Kuba";"Kilépő";14
"2025";"02";"Budapest légi II.";"Kuvait";"Belépő";102
"2025";"02";"Budapest légi II.";"Kuvait";"Kilépő";113
"2025";"02";"Budapest légi II.";"Laosz";"Belépő";52
"2025";"02";"Budapest légi II.";"Laosz";"Kilépő";41
"2025";"02";"Budapest légi II.";"Lengyelország";"Belépő";2570
"2025";"02";"Budapest légi II.";"Lengyelország";"Kilépő";3186
"2025";"02";"Budapest légi II.";"Lesotho";"Belépő";1
"2025";"02";"Budapest légi II.";"Lesotho";"Kilépő";1
"2025";"02";"Budapest légi II.";"Lettország";"Belépő";179
"2025";"02";"Budapest légi II.";"Lettország";"Kilépő";175
"2025";"02";"Budapest légi II.";"Libanon";"Belépő";188
"2025";"02";"Budapest légi II.";"Libanon";"Kilépő";141
"2025";"02";"Budapest légi II.";"Libéria";"Belépő";1
"2025";"02";"Budapest légi II.";"Líbia";"Belépő";19
"2025";"02";"Budapest légi II.";"Líbia";"Kilépő";26
"2025";"02";"Budapest légi II.";"Liechtenstein";"Belépő";1
"2025";"02";"Budapest légi II.";"Liechtenstein";"Kilépő";1
"2025";"02";"Budapest légi II.";"Litvánia";"Belépő";264
"2025";"02";"Budapest légi II.";"Litvánia";"Kilépő";244
"2025";"02";"Budapest légi II.";"Luxemburg";"Belépő";10
"2025";"02";"Budapest légi II.";"Luxemburg";"Kilépő";8
"2025";"02";"Budapest légi II.";"Madagaszkár";"Belépő";4
"2025";"02";"Budapest légi II.";"Madagaszkár";"Kilépő";3
"2025";"02";"Budapest légi II.";"Magyarország";"Belépő";65773
"2025";"02";"Budapest légi II.";"Magyarország";"Kilépő";68708
"2025";"02";"Budapest légi II.";"Makaó";"Belépő";5
"2025";"02";"Budapest légi II.";"Makaó";"Kilépő";5
"2025";"02";"Budapest légi II.";"Malawi";"Belépő";1
"2025";"02";"Budapest légi II.";"Malaysia";"Belépő";719
"2025";"02";"Budapest légi II.";"Malaysia";"Kilépő";888
"2025";"02";"Budapest légi II.";"Maldiv Közt.";"Belépő";10
"2025";"02";"Budapest légi II.";"Maldiv Közt.";"Kilépő";2
"2025";"02";"Budapest légi II.";"Mali Közt.";"Belépő";4
"2025";"02";"Budapest légi II.";"Mali Közt.";"Kilépő";4
"2025";"02";"Budapest légi II.";"Málta";"Belépő";36
"2025";"02";"Budapest légi II.";"Málta";"Kilépő";49
"2025";"02";"Budapest légi II.";"Marokkó";"Belépő";250
"2025";"02";"Budapest légi II.";"Marokkó";"Kilépő";261
"2025";"02";"Budapest légi II.";"Mauritánia";"Belépő";3
"2025";"02";"Budapest légi II.";"Mauritánia";"Kilépő";4
"2025";"02";"Budapest légi II.";"Mauritius";"Belépő";39
"2025";"02";"Budapest légi II.";"Mauritius";"Kilépő";31
"2025";"02";"Budapest légi II.";"Mexikó";"Belépő";190
"2025";"02";"Budapest légi II.";"Mexikó";"Kilépő";196
"2025";"02";"Budapest légi II.";"Moldávia";"Belépő";678
"2025";"02";"Budapest légi II.";"Moldávia";"Kilépő";728
"2025";"02";"Budapest légi II.";"Mongólia";"Belépő";208
"2025";"02";"Budapest légi II.";"Mongólia";"Kilépő";205
"2025";"02";"Budapest légi II.";"Montenegró (Crna-gora)";"Belépő";892
"2025";"02";"Budapest légi II.";"Montenegró (Crna-gora)";"Kilépő";866
"2025";"02";"Budapest légi II.";"Mozambik";"Belépő";7
"2025";"02";"Budapest légi II.";"Mozambik";"Kilépő";4
"2025";"02";"Budapest légi II.";"Namibia";"Belépő";4
"2025";"02";"Budapest légi II.";"Namibia";"Kilépő";1
"2025";"02";"Budapest légi II.";"Németország";"Belépő";1259
"2025";"02";"Budapest légi II.";"Németország";"Kilépő";1431
"2025";"02";"Budapest légi II.";"Nepál";"Belépő";39
"2025";"02";"Budapest légi II.";"Nepál";"Kilépő";37
"2025";"02";"Budapest légi II.";"Nicaragua";"Belépő";1
"2025";"02";"Budapest légi II.";"Nicaragua";"Kilépő";1
"2025";"02";"Budapest légi II.";"Niger Közt.";"Belépő";4
"2025";"02";"Budapest légi II.";"Niger Közt.";"Kilépő";1
"2025";"02";"Budapest légi II.";"Nigéria";"Belépő";235
"2025";"02";"Budapest légi II.";"Nigéria";"Kilépő";176
"2025";"02";"Budapest légi II.";"Norvégia";"Belépő";147
"2025";"02";"Budapest légi II.";"Norvégia";"Kilépő";138
"2025";"02";"Budapest légi II.";"Olaszország";"Belépő";1310
"2025";"02";"Budapest légi II.";"Olaszország";"Kilépő";1452
"2025";"02";"Budapest légi II.";"Omán";"Belépő";93
"2025";"02";"Budapest légi II.";"Omán";"Kilépő";104
"2025";"02";"Budapest légi II.";"Oroszország";"Belépő";2887
"2025";"02";"Budapest légi II.";"Oroszország";"Kilépő";2449
"2025";"02";"Budapest légi II.";"Örményország";"Belépő";456
"2025";"02";"Budapest légi II.";"Örményország";"Kilépő";417
"2025";"02";"Budapest légi II.";"Pakisztán";"Belépő";779
"2025";"02";"Budapest légi II.";"Pakisztán";"Kilépő";426
"2025";"02";"Budapest légi II.";"Palesztinai Autonóm Terület";"Belépő";88
"2025";"02";"Budapest légi II.";"Palesztinai Autonóm Terület";"Kilépő";97
"2025";"02";"Budapest légi II.";"Panama";"Belépő";13
"2025";"02";"Budapest légi II.";"Panama";"Kilépő";13
"2025";"02";"Budapest légi II.";"Paraguay";"Belépő";3
"2025";"02";"Budapest légi II.";"Paraguay";"Kilépő";4
"2025";"02";"Budapest légi II.";"Peru";"Belépő";53
"2025";"02";"Budapest légi II.";"Peru";"Kilépő";28
"2025";"02";"Budapest légi II.";"Portugália";"Belépő";667
"2025";"02";"Budapest légi II.";"Portugália";"Kilépő";655
"2025";"02";"Budapest légi II.";"Réunion";"Belépő";1
"2025";"02";"Budapest légi II.";"Románia";"Belépő";6425
"2025";"02";"Budapest légi II.";"Románia";"Kilépő";8260
"2025";"02";"Budapest légi II.";"Ruanda";"Belépő";3
"2025";"02";"Budapest légi II.";"Ruanda";"Kilépő";8
"2025";"02";"Budapest légi II.";"Saint Lucia";"Belépő";11
"2025";"02";"Budapest légi II.";"Saint Lucia";"Kilépő";8
"2025";"02";"Budapest légi II.";"Saint Vincent";"Belépő";2
"2025";"02";"Budapest légi II.";"Saint Vincent";"Kilépő";1
"2025";"02";"Budapest légi II.";"Salvador";"Belépő";3
"2025";"02";"Budapest légi II.";"Salvador";"Kilépő";3
"2025";"02";"Budapest légi II.";"Seychelle-szigetek";"Belépő";15
"2025";"02";"Budapest légi II.";"Seychelle-szigetek";"Kilépő";8
"2025";"02";"Budapest légi II.";"Sierra Leone";"Belépő";10
"2025";"02";"Budapest légi II.";"Sierra Leone";"Kilépő";3
"2025";"02";"Budapest légi II.";"Spanyolország";"Belépő";1224
"2025";"02";"Budapest légi II.";"Spanyolország";"Kilépő";1168
"2025";"02";"Budapest légi II.";"Sri Lanka";"Belépő";55
"2025";"02";"Budapest légi II.";"Sri Lanka";"Kilépő";31
"2025";"02";"Budapest légi II.";"St. Kitts-Nevis-Stlu.";"Belépő";31
"2025";"02";"Budapest légi II.";"St. Kitts-Nevis-Stlu.";"Kilépő";22
"2025";"02";"Budapest légi II.";"Svájc";"Belépő";174
"2025";"02";"Budapest légi II.";"Svájc";"Kilépő";188
"2025";"02";"Budapest légi II.";"Svédország";"Belépő";423
"2025";"02";"Budapest légi II.";"Svédország";"Kilépő";509
"2025";"02";"Budapest légi II.";"Szaud-Arábia";"Belépő";963
"2025";"02";"Budapest légi II.";"Szaud-Arábia";"Kilépő";1032
"2025";"02";"Budapest légi II.";"Szenegál";"Belépő";5
"2025";"02";"Budapest légi II.";"Szenegál";"Kilépő";2
"2025";"02";"Budapest légi II.";"Szerbia";"Belépő";1063
"2025";"02";"Budapest légi II.";"Szerbia";"Kilépő";993
"2025";"02";"Budapest légi II.";"Szingapur";"Belépő";196
"2025";"02";"Budapest légi II.";"Szingapur";"Kilépő";131
"2025";"02";"Budapest légi II.";"Sziria";"Belépő";288
"2025";"02";"Budapest légi II.";"Sziria";"Kilépő";321
"2025";"02";"Budapest légi II.";"Szlovákia";"Belépő";5517
"2025";"02";"Budapest légi II.";"Szlovákia";"Kilépő";7312
"2025";"02";"Budapest légi II.";"Szlovénia";"Belépő";566
"2025";"02";"Budapest légi II.";"Szlovénia";"Kilépő";791
"2025";"02";"Budapest légi II.";"Szomália";"Belépő";3
"2025";"02";"Budapest légi II.";"Szomália";"Kilépő";4
"2025";"02";"Budapest légi II.";"Szudán";"Belépő";69
"2025";"02";"Budapest légi II.";"Szudán";"Kilépő";45
"2025";"02";"Budapest légi II.";"Szváziföld";"Belépő";1
"2025";"02";"Budapest légi II.";"Tadzsikisztán";"Belépő";34
"2025";"02";"Budapest légi II.";"Tadzsikisztán";"Kilépő";24
"2025";"02";"Budapest légi II.";"Tajvan";"Belépő";935
"2025";"02";"Budapest légi II.";"Tajvan";"Kilépő";941
"2025";"02";"Budapest légi II.";"Tanzánia";"Belépő";31
"2025";"02";"Budapest légi II.";"Tanzánia";"Kilépő";29
"2025";"02";"Budapest légi II.";"Thaiföld";"Belépő";239
"2025";"02";"Budapest légi II.";"Thaiföld";"Kilépő";162
"2025";"02";"Budapest légi II.";"Togo";"Belépő";5
"2025";"02";"Budapest légi II.";"Togo";"Kilépő";1
"2025";"02";"Budapest légi II.";"Törökország";"Belépő";6779
"2025";"02";"Budapest légi II.";"Törökország";"Kilépő";6946
"2025";"02";"Budapest légi II.";"Trinidad-Tobago";"Belépő";4
"2025";"02";"Budapest légi II.";"Trinidad-Tobago";"Kilépő";6
"2025";"02";"Budapest légi II.";"Tunézia";"Belépő";90
"2025";"02";"Budapest légi II.";"Tunézia";"Kilépő";68
"2025";"02";"Budapest légi II.";"Türkmenisztán";"Belépő";22
"2025";"02";"Budapest légi II.";"Türkmenisztán";"Kilépő";17
"2025";"02";"Budapest légi II.";"Uganda";"Belépő";51
"2025";"02";"Budapest légi II.";"Uganda";"Kilépő";20
"2025";"02";"Budapest légi II.";"Új-Zéland";"Belépő";154
"2025";"02";"Budapest légi II.";"Új-Zéland";"Kilépő";181
"2025";"02";"Budapest légi II.";"Ukrajna";"Belépő";4881
"2025";"02";"Budapest légi II.";"Ukrajna";"Kilépő";5200
"2025";"02";"Budapest légi II.";"Uruguay";"Belépő";7
"2025";"02";"Budapest légi II.";"Uruguay";"Kilépő";8
"2025";"02";"Budapest légi II.";"USA";"Belépő";3599
"2025";"02";"Budapest légi II.";"USA";"Kilépő";3558
"2025";"02";"Budapest légi II.";"Üzbegisztán";"Belépő";342
"2025";"02";"Budapest légi II.";"Üzbegisztán";"Kilépő";164
"2025";"02";"Budapest légi II.";"Vanuaaku Közt.";"Belépő";6
"2025";"02";"Budapest légi II.";"Vanuaaku Közt.";"Kilépő";8
"2025";"02";"Budapest légi II.";"Venezuela";"Belépő";43
"2025";"02";"Budapest légi II.";"Venezuela";"Kilépő";31
"2025";"02";"Budapest légi II.";"Vietnám";"Belépő";2692
"2025";"02";"Budapest légi II.";"Vietnám";"Kilépő";511
"2025";"02";"Budapest légi II.";"Zambia";"Belépő";3
"2025";"02";"Budapest légi II.";"Zimbabwe";"Belépő";29
"2025";"02";"Budapest légi II.";"Zimbabwe";"Kilépő";15
"2025";"02";"Budapest légi II.";"Zöld-foki szigetek";"Belépő";1
"2025";"02";"Budapest légi II.";"Zöld-foki szigetek";"Kilépő";1
"2025";"02";"Debrecen légi";"Albánia";"Belépő";3
"2025";"02";"Debrecen légi";"Albánia";"Kilépő";4
"2025";"02";"Debrecen légi";"Ausztrália";"Belépő";1
"2025";"02";"Debrecen légi";"Ausztria";"Belépő";3
"2025";"02";"Debrecen légi";"Ausztria";"Kilépő";2
"2025";"02";"Debrecen légi";"Belgium";"Kilépő";4
"2025";"02";"Debrecen légi";"Brazilia";"Belépő";1
"2025";"02";"Debrecen légi";"Brazilia";"Kilépő";1
"2025";"02";"Debrecen légi";"Bulgária";"Belépő";1
"2025";"02";"Debrecen légi";"Bulgária";"Kilépő";1
"2025";"02";"Debrecen légi";"Ciprus";"Belépő";5
"2025";"02";"Debrecen légi";"Csehország";"Belépő";2
"2025";"02";"Debrecen légi";"Csehország";"Kilépő";2
"2025";"02";"Debrecen légi";"Dánia";"Kilépő";1
"2025";"02";"Debrecen légi";"Dominica";"Kilépő";1
"2025";"02";"Debrecen légi";"Egyesült Királyság";"Belépő";257
"2025";"02";"Debrecen légi";"Egyesült Királyság";"Kilépő";313
"2025";"02";"Debrecen légi";"Finnország";"Belépő";1
"2025";"02";"Debrecen légi";"Franciaország";"Belépő";4
"2025";"02";"Debrecen légi";"Franciaország";"Kilépő";4
"2025";"02";"Debrecen légi";"Fülöp-szigetek";"Belépő";1
"2025";"02";"Debrecen légi";"Fülöp-szigetek";"Kilépő";1
"2025";"02";"Debrecen légi";"Ghana";"Belépő";2
"2025";"02";"Debrecen légi";"Görögország";"Belépő";3
"2025";"02";"Debrecen légi";"Görögország";"Kilépő";5
"2025";"02";"Debrecen légi";"Hollandia";"Belépő";2
"2025";"02";"Debrecen légi";"Hollandia";"Kilépő";1
"2025";"02";"Debrecen légi";"India";"Belépő";3
"2025";"02";"Debrecen légi";"India";"Kilépő";2
"2025";"02";"Debrecen légi";"Irán";"Belépő";1
"2025";"02";"Debrecen légi";"Irország";"Belépő";3
"2025";"02";"Debrecen légi";"Irország";"Kilépő";6
"2025";"02";"Debrecen légi";"Izland";"Belépő";1
"2025";"02";"Debrecen légi";"Izrael";"Kilépő";1
"2025";"02";"Debrecen légi";"Japán";"Belépő";2
"2025";"02";"Debrecen légi";"Jordánia";"Belépő";1
"2025";"02";"Debrecen légi";"Jordánia";"Kilépő";1
"2025";"02";"Debrecen légi";"Kazahsztán";"Kilépő";1
"2025";"02";"Debrecen légi";"Kenya";"Belépő";1
"2025";"02";"Debrecen légi";"Kenya";"Kilépő";1
"2025";"02";"Debrecen légi";"Kina";"Belépő";3
"2025";"02";"Debrecen légi";"Koreai Közt.";"Belépő";6
"2025";"02";"Debrecen légi";"Koreai Közt.";"Kilépő";5
"2025";"02";"Debrecen légi";"Lengyelország";"Belépő";16
"2025";"02";"Debrecen légi";"Lengyelország";"Kilépő";10
"2025";"02";"Debrecen légi";"Lettország";"Belépő";4
"2025";"02";"Debrecen légi";"Lettország";"Kilépő";2
"2025";"02";"Debrecen légi";"Litvánia";"Belépő";2
"2025";"02";"Debrecen légi";"Litvánia";"Kilépő";1
"2025";"02";"Debrecen légi";"Magyarország";"Belépő";1318
"2025";"02";"Debrecen légi";"Magyarország";"Kilépő";1202
"2025";"02";"Debrecen légi";"Moldávia";"Belépő";1
"2025";"02";"Debrecen légi";"Moldávia";"Kilépő";1
"2025";"02";"Debrecen légi";"Namibia";"Belépő";1
"2025";"02";"Debrecen légi";"Namibia";"Kilépő";1
"2025";"02";"Debrecen légi";"Németország";"Belépő";4
"2025";"02";"Debrecen légi";"Németország";"Kilépő";2
"2025";"02";"Debrecen légi";"Nigéria";"Belépő";12
"2025";"02";"Debrecen légi";"Nigéria";"Kilépő";8
"2025";"02";"Debrecen légi";"Olaszország";"Belépő";8
"2025";"02";"Debrecen légi";"Olaszország";"Kilépő";9
"2025";"02";"Debrecen légi";"Pakisztán";"Belépő";1
"2025";"02";"Debrecen légi";"Palesztinai Autonóm Terület";"Kilépő";1
"2025";"02";"Debrecen légi";"Portugália";"Belépő";8
"2025";"02";"Debrecen légi";"Portugália";"Kilépő";5
"2025";"02";"Debrecen légi";"Románia";"Belépő";833
"2025";"02";"Debrecen légi";"Románia";"Kilépő";881
"2025";"02";"Debrecen légi";"Spanyolország";"Belépő";4
"2025";"02";"Debrecen légi";"Spanyolország";"Kilépő";1
"2025";"02";"Debrecen légi";"Sri Lanka";"Belépő";1
"2025";"02";"Debrecen légi";"Svájc";"Kilépő";1
"2025";"02";"Debrecen légi";"Svédország";"Belépő";1
"2025";"02";"Debrecen légi";"Svédország";"Kilépő";1
"2025";"02";"Debrecen légi";"Szlovákia";"Belépő";2
"2025";"02";"Debrecen légi";"Szlovákia";"Kilépő";6
"2025";"02";"Debrecen légi";"Tajvan";"Belépő";1
"2025";"02";"Debrecen légi";"Törökország";"Kilépő";1
"2025";"02";"Debrecen légi";"Ukrajna";"Belépő";10
"2025";"02";"Debrecen légi";"Ukrajna";"Kilépő";20
"2025";"02";"Debrecen légi";"USA";"Belépő";4
"2025";"02";"Debrecen légi";"USA";"Kilépő";11
"2025";"02";"Debrecen légi";"Zimbabwe";"Kilépő";4
"2025";"02";"Eperjeske vasút";"Ukrajna";"Belépő";212
"2025";"02";"Eperjeske vasút";"Ukrajna";"Kilépő";210
"2025";"02";"Hercegszántó közút";"Albánia";"Belépő";9
"2025";"02";"Hercegszántó közút";"Albánia";"Kilépő";5
"2025";"02";"Hercegszántó közút";"Algéria";"Belépő";1
"2025";"02";"Hercegszántó közút";"Algéria";"Kilépő";1
"2025";"02";"Hercegszántó közút";"Ausztrália";"Belépő";5
"2025";"02";"Hercegszántó közút";"Ausztrália";"Kilépő";4
"2025";"02";"Hercegszántó közút";"Ausztria";"Belépő";333
"2025";"02";"Hercegszántó közút";"Ausztria";"Kilépő";323
"2025";"02";"Hercegszántó közút";"Belgium";"Belépő";1
"2025";"02";"Hercegszántó közút";"Bosznia-Hercegovina";"Belépő";165
"2025";"02";"Hercegszántó közút";"Bosznia-Hercegovina";"Kilépő";101
"2025";"02";"Hercegszántó közút";"Bulgária";"Belépő";35
"2025";"02";"Hercegszántó közút";"Bulgária";"Kilépő";17
"2025";"02";"Hercegszántó közút";"Csehország";"Belépő";47
"2025";"02";"Hercegszántó közút";"Csehország";"Kilépő";40
"2025";"02";"Hercegszántó közút";"Dánia";"Belépő";10
"2025";"02";"Hercegszántó közút";"Dánia";"Kilépő";4
"2025";"02";"Hercegszántó közút";"Egyesült Királyság";"Belépő";7
"2025";"02";"Hercegszántó közút";"Egyesült Királyság";"Kilépő";7
"2025";"02";"Hercegszántó közút";"Észak-Macedónia";"Belépő";304
"2025";"02";"Hercegszántó közút";"Észak-Macedónia";"Kilépő";83
"2025";"02";"Hercegszántó közút";"Fehéroroszország";"Belépő";1
"2025";"02";"Hercegszántó közút";"Franciaország";"Belépő";16
"2025";"02";"Hercegszántó közút";"Franciaország";"Kilépő";27
"2025";"02";"Hercegszántó közút";"Görögország";"Kilépő";1
"2025";"02";"Hercegszántó közút";"Hollandia";"Belépő";12
"2025";"02";"Hercegszántó közút";"Hollandia";"Kilépő";18
"2025";"02";"Hercegszántó közút";"Hongkong";"Belépő";1
"2025";"02";"Hercegszántó közút";"Horvátország";"Belépő";793
"2025";"02";"Hercegszántó közút";"Horvátország";"Kilépő";825
"2025";"02";"Hercegszántó közút";"Indonézia";"Belépő";2
"2025";"02";"Hercegszántó közút";"Irország";"Belépő";1
"2025";"02";"Hercegszántó közút";"Irország";"Kilépő";3
"2025";"02";"Hercegszántó közút";"Izrael";"Belépő";5
"2025";"02";"Hercegszántó közút";"Kanada";"Belépő";1
"2025";"02";"Hercegszántó közút";"Kazahsztán";"Belépő";1
"2025";"02";"Hercegszántó közút";"Kina";"Belépő";8
"2025";"02";"Hercegszántó közút";"Kina";"Kilépő";3
"2025";"02";"Hercegszántó közút";"Koszovo";"Belépő";1
"2025";"02";"Hercegszántó közút";"Lengyelország";"Belépő";22
"2025";"02";"Hercegszántó közút";"Lengyelország";"Kilépő";25
"2025";"02";"Hercegszántó közút";"Libanon";"Kilépő";2
"2025";"02";"Hercegszántó közút";"Luxemburg";"Belépő";1
"2025";"02";"Hercegszántó közút";"Magyarország";"Belépő";3721
"2025";"02";"Hercegszántó közút";"Magyarország";"Kilépő";3970
"2025";"02";"Hercegszántó közút";"Mexikó";"Belépő";1
"2025";"02";"Hercegszántó közút";"Montenegró (Crna-gora)";"Belépő";252
"2025";"02";"Hercegszántó közút";"Montenegró (Crna-gora)";"Kilépő";62
"2025";"02";"Hercegszántó közút";"Németország";"Belépő";154
"2025";"02";"Hercegszántó közút";"Németország";"Kilépő";143
"2025";"02";"Hercegszántó közút";"Norvégia";"Belépő";2
"2025";"02";"Hercegszántó közút";"Norvégia";"Kilépő";3
"2025";"02";"Hercegszántó közút";"Olaszország";"Belépő";6
"2025";"02";"Hercegszántó közút";"Olaszország";"Kilépő";9
"2025";"02";"Hercegszántó közút";"Oroszország";"Belépő";11
"2025";"02";"Hercegszántó közút";"Oroszország";"Kilépő";9
"2025";"02";"Hercegszántó közút";"Portugália";"Belépő";1
"2025";"02";"Hercegszántó közút";"Románia";"Belépő";19
"2025";"02";"Hercegszántó közút";"Románia";"Kilépő";21
